Fecha;Temporada;Dias_Plantacion;Dr_TAW_Ratio;Lluvia_Hoy_mm;ETo_Hoy_mm;Riego_Decidido_IA_mm
17/09/2015;2015;156;0,0;0,182;2,76;29,44
18/09/2015;2015;157;0,0;0,0;2,8;24,14
19/09/2015;2015;158;0,0;0,0;2,98;12,44
20/09/2015;2015;159;0,0;0,675;3,22;28,53
21/09/2015;2015;160;0,0;0,777;4,02;6,86
22/09/2015;2015;161;0,0;0,45;3,43;3,39
23/09/2015;2015;162;0,001;0,343;2,68;17,27
24/09/2015;2015;163;0,0;0,0;2,76;7,64
25/09/2015;2015;164;0,0;0,0;3,25;3,12
26/09/2015;2015;165;0,003;0,0;3,17;6,66
27/09/2015;2015;166;0,0;0,0;3,25;28,16
28/09/2015;2015;167;0,0;0,0;3,41;19,23
29/09/2015;2015;168;0,0;0,0;2,22;29,85
30/09/2015;2015;169;0,0;0,56;2,35;21,97
01/10/2015;2015;170;0,0;0,0;3,47;13,89
02/10/2015;2015;171;0,0;0,004;3,05;22,76
03/10/2015;2015;172;0,0;0,075;2,04;29,78
04/10/2015;2015;173;0,0;5,103;1,5;17,65
05/10/2015;2015;174;0,0;4,337;1,96;29,73
06/10/2015;2015;175;0,0;0,601;2,82;5,88
07/10/2015;2015;176;0,0;0,791;1,87;29,94
08/10/2015;2015;177;0,0;1,021;2,13;28,72
09/10/2015;2015;178;0,0;0,803;2,03;24,61
10/10/2015;2015;179;0,0;1,482;1,62;20,67
11/10/2015;2015;180;0,0;4,903;1,05;29,75
12/10/2015;2015;181;0,0;10,2;1,07;29,58
13/10/2015;2015;182;0,0;0,0;1,86;12,91
14/10/2015;2015;183;0,0;0,412;1,57;7,72
15/10/2015;2015;184;0,0;0,0;1,63;24,66
16/10/2015;2015;185;0,0;0,755;1,44;25,63
17/10/2015;2015;186;0,0;0,0;1,98;26,72
21/04/2016;2016;1;0,0;1,952;2,49;28,68
22/04/2016;2016;2;0,0;0,446;2,33;29,2
23/04/2016;2016;3;0,0;3,168;1,93;2,74
24/04/2016;2016;4;0,0;0,0;2,91;29,9
25/04/2016;2016;5;0,0;0,258;2,9;29,17
26/04/2016;2016;6;0,0;0,0;4,05;17,72
27/04/2016;2016;7;0,0;0,48;2,14;29,27
28/04/2016;2016;8;0,0;0,104;3,03;29,69
29/04/2016;2016;9;0,0;0,629;3,26;25,42
30/04/2016;2016;10;0,0;0,53;3,46;26,54
01/05/2016;2016;11;0,0;0,747;3,5;3,67
02/05/2016;2016;12;0,0;0,0;3,87;27,18
03/05/2016;2016;13;0,0;0,0;4,11;1,76
04/05/2016;2016;14;0,234;0,0;4,67;21,5
05/05/2016;2016;15;0,0;8,929;3,53;9,37
06/05/2016;2016;16;0,0;14,892;1,29;29,0
07/05/2016;2016;17;0,0;0,0;2,22;17,33
08/05/2016;2016;18;0,0;9,049;1,76;29,22
09/05/2016;2016;19;0,0;2,448;2,47;1,32
10/05/2016;2016;20;0,0;3,249;2,21;6,24
11/05/2016;2016;21;0,0;0,0;2,26;26,63
12/05/2016;2016;22;0,0;9,42;1,69;19,79
13/05/2016;2016;23;0,0;0,0;3,26;26,16
14/05/2016;2016;24;0,0;0,384;2,91;26,45
15/05/2016;2016;25;0,0;0,0;3,67;19,9
16/05/2016;2016;26;0,0;0,401;4,06;9,85
17/05/2016;2016;27;0,0;0,004;3,98;21,9
18/05/2016;2016;28;0,0;0,0;4,75;26,82
19/05/2016;2016;29;0,0;0,0;5,08;26,19
20/05/2016;2016;30;0,0;0,0;3,76;14,64
21/05/2016;2016;31;0,0;0,0;3,46;6,43
22/05/2016;2016;32;0,0;0,0;4,2;28,42
23/05/2016;2016;33;0,0;0,493;3,52;7,39
24/05/2016;2016;34;0,0;0,488;3,35;18,9
25/05/2016;2016;35;0,0;0,29;3,93;25,29
26/05/2016;2016;36;0,0;0,261;4,28;26,63
27/05/2016;2016;37;0,0;0,0;4,4;7,2
28/05/2016;2016;38;0,0;9,032;2,31;25,22
29/05/2016;2016;39;0,0;0,0;2,68;24,61
30/05/2016;2016;40;0,0;0,0;3,9;29,41
31/05/2016;2016;41;0,0;0,384;4,79;10,8
01/06/2016;2016;42;0,0;0,04;4,82;25,78
02/06/2016;2016;43;0,0;0,0;4,89;27,26
03/06/2016;2016;44;0,0;0,0;4,87;2,36
04/06/2016;2016;45;0,139;0,006;4,57;11,13
05/06/2016;2016;46;0,0;1,132;4,3;19,99
06/06/2016;2016;47;0,0;0,0;4,23;2,57
07/06/2016;2016;48;0,085;0,0;5,33;26,42
08/06/2016;2016;49;0,0;0,024;5,64;24,62
09/06/2016;2016;50;0,0;0,045;5,5;13,75
10/06/2016;2016;51;0,0;0,0;5,67;4,26
11/06/2016;2016;52;0,074;0,0;5,68;26,16
12/06/2016;2016;53;0,0;0,0;4,48;18,16
13/06/2016;2016;54;0,0;0,0;5,91;24,02
14/06/2016;2016;55;0,0;0,4;3,82;2,68
15/06/2016;2016;56;0,037;0,866;2,3;4,45
16/06/2016;2016;57;0,0;0,122;3,23;8,45
17/06/2016;2016;58;0,0;0,0;3,47;13,89
18/06/2016;2016;59;0,0;0,0;4,22;29,36
19/06/2016;2016;60;0,0;0,0;4,55;29,53
20/06/2016;2016;61;0,0;0,0;5,57;21,76
21/06/2016;2016;62;0,0;0,429;6,17;21,14
22/06/2016;2016;63;0,0;0,0;6,48;21,53
23/06/2016;2016;64;0,0;0,16;6,84;6,38
24/06/2016;2016;65;0,032;0,0;5,34;18,66
25/06/2016;2016;66;0,0;0,0;5,05;5,76
26/06/2016;2016;67;0,001;0,087;5,4;17,22
27/06/2016;2016;68;0,0;0,407;5,73;11,35
28/06/2016;2016;69;0,0;0,891;6,41;26,92
29/06/2016;2016;70;0,0;0,0;6,59;13,87
30/06/2016;2016;71;0,0;0,0;5,67;22,7
01/07/2016;2016;72;0,0;0,044;6,7;0,62
02/07/2016;2016;73;0,112;0,0;6,01;27,46
03/07/2016;2016;74;0,0;0,922;6,2;10,35
04/07/2016;2016;75;0,0;0,384;5,57;6,45
05/07/2016;2016;76;0,0;0,78;5,61;28,59
06/07/2016;2016;77;0,0;0,756;6,1;15,95
07/07/2016;2016;78;0,0;0,0;5,4;12,92
08/07/2016;2016;79;0,0;0,41;6,43;28,15
09/07/2016;2016;80;0,0;0,0;6,16;18,4
10/07/2016;2016;81;0,0;0,0;7,0;6,79
11/07/2016;2016;82;0,016;0,0;5,34;18,55
12/07/2016;2016;83;0,0;0,487;5,58;4,51
13/07/2016;2016;84;0,015;0,0;5,2;24,59
14/07/2016;2016;85;0,0;0,006;5,21;17,68
15/07/2016;2016;86;0,0;1,138;5,39;21,79
16/07/2016;2016;87;0,0;0,0;5,8;4,54
17/07/2016;2016;88;0,021;0,699;6,23;15,76
18/07/2016;2016;89;0,0;0,102;6,5;14,44
19/07/2016;2016;90;0,0;0,228;6,85;24,85
20/07/2016;2016;91;0,0;0,999;6,95;5,11
21/07/2016;2016;92;0,019;0,002;4,93;26,68
22/07/2016;2016;93;0,0;0,0;5,2;10,76
23/07/2016;2016;94;0,0;0,0;5,3;17,77
24/07/2016;2016;95;0,0;0,047;5,32;16,41
25/07/2016;2016;96;0,0;0,0;5,59;12,75
26/07/2016;2016;97;0,0;0,686;5,93;19,13
27/07/2016;2016;98;0,0;0,168;5,73;20,04
28/07/2016;2016;99;0,0;0,0;5,76;9,53
29/07/2016;2016;100;0,0;0,194;6,07;17,86
30/07/2016;2016;101;0,0;0,376;5,59;27,9
31/07/2016;2016;102;0,0;0,144;5,08;22,26
01/08/2016;2016;103;0,0;0,972;5,11;28,16
02/08/2016;2016;104;0,0;0,873;5,6;28,32
03/08/2016;2016;105;0,0;0,05;6,01;19,13
04/08/2016;2016;106;0,0;0,517;5,43;13,69
05/08/2016;2016;107;0,0;0,274;4,89;25,8
06/08/2016;2016;108;0,0;0,0;5,06;28,95
07/08/2016;2016;109;0,0;0,0;6,23;29,76
08/08/2016;2016;110;0,0;0,0;5,76;28,92
09/08/2016;2016;111;0,0;0,0;5,0;10,01
10/08/2016;2016;112;0,0;0,109;4,82;24,33
11/08/2016;2016;113;0,0;0,0;4,4;28,45
12/08/2016;2016;114;0,0;0,0;4,99;12,5
13/08/2016;2016;115;0,0;0,03;5,32;5,19
14/08/2016;2016;116;0,005;0,0;5,69;27,66
15/08/2016;2016;117;0,0;0,0;4,96;25,23
16/08/2016;2016;118;0,0;0,0;4,93;15,85
17/08/2016;2016;119;0,0;0,126;4,8;20,47
18/08/2016;2016;120;0,0;0,0;4,22;29,83
19/08/2016;2016;121;0,0;0,074;3,22;29,07
20/08/2016;2016;122;0,0;0,262;5,02;8,99
21/08/2016;2016;123;0,0;0,0;4,18;26,52
22/08/2016;2016;124;0,0;0,0;4,95;3,89
23/08/2016;2016;125;0,01;0,584;5,27;16,47
24/08/2016;2016;126;0,0;0,231;5,22;26,2
25/08/2016;2016;127;0,0;0,114;4,95;13,84
26/08/2016;2016;128;0,0;0,0;3,68;28,51
27/08/2016;2016;129;0,0;0,186;5,25;18,26
28/08/2016;2016;130;0,0;0,082;4,93;26,23
29/08/2016;2016;131;0,0;0,0;3,94;22,24
30/08/2016;2016;132;0,0;0,22;4,03;21,48
31/08/2016;2016;133;0,0;0,0;3,81;8,06
01/09/2016;2016;134;0,0;0,015;4,33;29,35
02/09/2016;2016;135;0,0;0,0;4,34;29,17
03/09/2016;2016;136;0,0;0,0;4,46;28,92
04/09/2016;2016;137;0,0;0,0;4,19;23,45
05/09/2016;2016;138;0,0;0,128;4,32;28,72
06/09/2016;2016;139;0,0;0,567;4,55;28,67
07/09/2016;2016;140;0,0;0,071;5,1;28,07
08/09/2016;2016;141;0,0;0,776;3,7;10,05
09/09/2016;2016;142;0,0;0,561;3,88;3,06
10/09/2016;2016;143;0,004;0,467;3,57;22,81
11/09/2016;2016;144;0,0;0,466;3,6;22,63
12/09/2016;2016;145;0,0;0,0;4,01;29,72
13/09/2016;2016;146;0,0;0,053;1,55;29,79
14/09/2016;2016;147;0,0;0,561;1,84;1,62
15/09/2016;2016;148;0,0;0,0;2,05;27,99
16/09/2016;2016;149;0,0;0,513;3,51;0,9
17/09/2016;2016;150;0,016;0,0;2,16;28,74
18/09/2016;2016;151;0,0;1,385;2,86;22,08
19/09/2016;2016;152;0,0;0,382;2,85;14,95
20/09/2016;2016;153;0,0;0,061;2,76;22,15
21/09/2016;2016;154;0,0;0,868;3,2;29,31
22/09/2016;2016;155;0,0;0,253;2,41;14,39
23/09/2016;2016;156;0,0;0,0;2,93;25,18
24/09/2016;2016;157;0,0;0,362;3,05;26,75
25/09/2016;2016;158;0,0;0,344;2,7;4,84
26/09/2016;2016;159;0,0;0,0;2,79;28,68
27/09/2016;2016;160;0,0;0,0;3,33;5,43
28/09/2016;2016;161;0,0;0,189;2,79;8,21
29/09/2016;2016;162;0,0;0,257;2,87;26,12
30/09/2016;2016;163;0,0;0,0;2,8;13,6
01/10/2016;2016;164;0,0;0,134;2,78;28,86
02/10/2016;2016;165;0,0;0,472;2,5;19,04
03/10/2016;2016;166;0,0;0,441;2,78;20,36
04/10/2016;2016;167;0,0;0,564;3,09;29,49
05/10/2016;2016;168;0,0;0,0;2,18;8,72
06/10/2016;2016;169;0,0;0,654;2,38;27,14
07/10/2016;2016;170;0,0;0,082;2,86;6,76
08/10/2016;2016;171;0,0;0,257;2,39;25,87
09/10/2016;2016;172;0,0;0,0;1,73;25,12
10/10/2016;2016;173;0,0;0,111;1,78;12,23
11/10/2016;2016;174;0,0;0,0;1,76;18,32
12/10/2016;2016;175;0,0;0,0;0,86;26,6
13/10/2016;2016;176;0,0;1,874;1,43;23,75
14/10/2016;2016;177;0,0;0,0;2,13;20,93
15/10/2016;2016;178;0,0;0,0;1,26;27,72
16/10/2016;2016;179;0,0;0,213;1,31;3,06
17/10/2016;2016;180;0,0;0,097;0,98;21,28
18/10/2016;2016;181;0,0;0,0;1,41;7,24
19/10/2016;2016;182;0,0;0,585;1,49;11,17
20/10/2016;2016;183;0,0;0,151;1,35;10,78
21/10/2016;2016;184;0,0;0,0;1,1;29,52
22/10/2016;2016;185;0,0;4,134;0,82;28,98
23/10/2016;2016;186;0,0;7,756;1,31;29,8
24/10/2016;2016;187;0,0;0,843;0,88;19,14
25/10/2016;2016;188;0,0;0,537;1,18;23,35
15/04/2017;2017;1;0,0;0,0;3,46;16,87
16/04/2017;2017;2;0,0;0,0;3,76;8,14
17/04/2017;2017;3;0,0;0,437;4,4;6,61
18/04/2017;2017;4;0,0;0,268;4,21;22,46
19/04/2017;2017;5;0,0;1,014;4,69;28,92
20/04/2017;2017;6;0,0;0,0;4,97;29,07
21/04/2017;2017;7;0,0;0,0;5,13;17,65
22/04/2017;2017;8;0,0;0,0;4,16;26,79
23/04/2017;2017;9;0,0;0,51;4,71;19,19
24/04/2017;2017;10;0,0;0,408;4,3;15,26
25/04/2017;2017;11;0,0;0,578;3,2;13,68
26/04/2017;2017;12;0,0;0,0;1,89;11,79
27/04/2017;2017;13;0,0;0,723;3,28;17,03
28/04/2017;2017;14;0,0;0,0;3,77;25,05
29/04/2017;2017;15;0,0;0,386;3,95;28,19
30/04/2017;2017;16;0,0;0,0;2,48;4,96
01/05/2017;2017;17;0,0;0,351;3,28;20,62
02/05/2017;2017;18;0,0;0,411;3,96;14,41
03/05/2017;2017;19;0,0;0,482;4,79;26,61
04/05/2017;2017;20;0,0;0,0;3,49;27,71
05/05/2017;2017;21;0,0;0,685;2,27;14,76
06/05/2017;2017;22;0,0;0,62;2,75;29,53
07/05/2017;2017;23;0,0;0,315;4,35;12,61
08/05/2017;2017;24;0,0;0,064;4,55;26,09
09/05/2017;2017;25;0,0;0,0;4,14;3,39
10/05/2017;2017;26;0,1;4,535;3,17;16,13
11/05/2017;2017;27;0,0;0,0;2,53;20,43
12/05/2017;2017;28;0,0;6,157;2,29;20,68
13/05/2017;2017;29;0,0;0,347;2,36;5,69
14/05/2017;2017;30;0,0;0,032;3,46;29,27
15/05/2017;2017;31;0,0;0,0;3,98;9,37
16/05/2017;2017;32;0,0;0,107;4,84;6,24
17/05/2017;2017;33;0,0;0,0;1,76;3,34
18/05/2017;2017;34;0,0;0,0;3,67;19,68
19/05/2017;2017;35;0,0;0,15;4,3;27,85
20/05/2017;2017;36;0,0;0,0;4,64;12,26
21/05/2017;2017;37;0,0;0,0;4,3;10,71
22/05/2017;2017;38;0,0;0,774;5,16;16,69
23/05/2017;2017;39;0,0;0,0;5,8;26,58
24/05/2017;2017;40;0,0;0,0;5,81;22,47
25/05/2017;2017;41;0,0;0,0;5,66;17,39
26/05/2017;2017;42;0,0;4,175;2,44;6,85
27/05/2017;2017;43;0,0;0,0;3,35;9,78
28/05/2017;2017;44;0,0;0,0;2,39;27,86
29/05/2017;2017;45;0,0;0,0;3,28;2,07
30/05/2017;2017;46;0,046;0,0;4,86;15,94
31/05/2017;2017;47;0,0;0,0;4,46;26,96
01/06/2017;2017;48;0,0;0,388;5,32;19,59
02/06/2017;2017;49;0,0;0,0;5,54;6,63
03/06/2017;2017;50;0,0;0,531;3,29;16,65
04/06/2017;2017;51;0,0;0,0;2,74;23,75
05/06/2017;2017;52;0,0;0,0;4,85;28,95
06/06/2017;2017;53;0,0;0,309;5,98;7,6
07/06/2017;2017;54;0,0;0,0;5,15;25,23
08/06/2017;2017;55;0,0;0,0;4,77;3,97
09/06/2017;2017;56;0,034;0,0;5,59;24,09
10/06/2017;2017;57;0,0;0,645;5,68;24,14
11/06/2017;2017;58;0,0;0,614;6,67;21,07
12/06/2017;2017;59;0,0;0,892;6,04;13,79
13/06/2017;2017;60;0,0;0,0;4,78;26,72
14/06/2017;2017;61;0,0;0,0;6,07;26,39
15/06/2017;2017;62;0,0;0,0;6,55;22,97
16/06/2017;2017;63;0,0;0,665;6,5;13,93
17/06/2017;2017;64;0,0;0,0;6,72;11,38
18/06/2017;2017;65;0,0;0,0;6,57;25,16
19/06/2017;2017;66;0,0;0,381;4,2;28,46
20/06/2017;2017;67;0,0;0,0;5,55;29,78
21/06/2017;2017;68;0,0;0,0;6,18;25,42
22/06/2017;2017;69;0,0;0,0;6,8;26,01
23/06/2017;2017;70;0,0;0,0;6,46;17,87
24/06/2017;2017;71;0,0;0,0;4,99;4,42
25/06/2017;2017;72;0,013;4,78;3,2;5,8
26/06/2017;2017;73;0,0;2,894;3,76;28,6
27/06/2017;2017;74;0,0;0,0;3,96;7,24
28/06/2017;2017;75;0,0;0,61;4,14;7,35
29/06/2017;2017;76;0,0;0,703;3,6;13,92
30/06/2017;2017;77;0,0;0,0;4,13;7,07
01/07/2017;2017;78;0,0;0,342;5,26;27,14
02/07/2017;2017;79;0,0;0,397;5,29;3,23
03/07/2017;2017;80;0,021;0,117;5,73;6,04
04/07/2017;2017;81;0,022;0,0;6,49;17,92
05/07/2017;2017;82;0,0;0,701;5,86;5,96
06/07/2017;2017;83;0,0;1,054;2,85;23,65
07/07/2017;2017;84;0,0;0,723;4,5;29,37
08/07/2017;2017;85;0,0;0,0;4,55;26,35
09/07/2017;2017;86;0,0;0,0;5,76;5,31
10/07/2017;2017;87;0,009;0,0;5,05;21,21
11/07/2017;2017;88;0,0;0,0;5,66;26,51
12/07/2017;2017;89;0,0;0,0;6,44;10,83
13/07/2017;2017;90;0,0;0,404;6,15;21,84
14/07/2017;2017;91;0,0;0,0;5,83;27,8
15/07/2017;2017;92;0,0;0,0;6,63;29,26
16/07/2017;2017;93;0,0;0,327;6,26;28,69
17/07/2017;2017;94;0,0;0,054;6,33;9,17
18/07/2017;2017;95;0,0;0,645;6,54;21,84
19/07/2017;2017;96;0,0;0,0;4,98;3,6
20/07/2017;2017;97;0,013;0,326;4,93;15,93
21/07/2017;2017;98;0,0;1,067;5,62;23,22
22/07/2017;2017;99;0,0;0,0;5,82;5,65
23/07/2017;2017;100;0,008;0,842;5,51;6,35
24/07/2017;2017;101;0,002;0,0;5,4;5,8
25/07/2017;2017;102;0,004;0,0;5,11;8,12
26/07/2017;2017;103;0,0;0,0;5,53;7,55
27/07/2017;2017;104;0,0;0,403;6,43;7,53
28/07/2017;2017;105;0,0;0,263;5,93;24,87
29/07/2017;2017;106;0,0;0,0;5,83;17,26
30/07/2017;2017;107;0,0;0,0;5,4;26,29
31/07/2017;2017;108;0,0;0,047;2,7;6,62
01/08/2017;2017;109;0,0;0,487;5,29;20,94
02/08/2017;2017;110;0,0;0,131;5,68;28,13
03/08/2017;2017;111;0,0;1,281;6,37;28,94
04/08/2017;2017;112;0,0;0,525;6,21;2,41
05/08/2017;2017;113;0,027;0,18;5,54;29,07
06/08/2017;2017;114;0,0;0,0;5,02;23,0
07/08/2017;2017;115;0,0;0,037;4,46;28,86
08/08/2017;2017;116;0,0;0,0;4,82;14,53
09/08/2017;2017;117;0,0;0,348;4,52;19,57
10/08/2017;2017;118;0,0;0,0;4,91;5,1
11/08/2017;2017;119;0,003;0,519;4,47;2,2
12/08/2017;2017;120;0,017;0,0;4,89;27,77
13/08/2017;2017;121;0,0;0,0;5,4;15,77
14/08/2017;2017;122;0,0;0,971;5,32;29,75
15/08/2017;2017;123;0,0;0,436;5,19;12,07
16/08/2017;2017;124;0,0;0,43;5,08;25,77
17/08/2017;2017;125;0,0;0,0;5,5;25,89
18/08/2017;2017;126;0,0;0,0;5,74;26,11
19/08/2017;2017;127;0,0;0,378;4,63;27,36
20/08/2017;2017;128;0,0;0,0;4,79;29,49
21/08/2017;2017;129;0,0;0,363;6,06;29,2
22/08/2017;2017;130;0,0;0,543;5,1;23,53
23/08/2017;2017;131;0,0;0,0;4,51;22,61
24/08/2017;2017;132;0,0;0,0;5,15;12,57
25/08/2017;2017;133;0,0;0,0;4,42;29,34
26/08/2017;2017;134;0,0;0,112;3,92;18,81
27/08/2017;2017;135;0,0;0,0;3,07;26,24
28/08/2017;2017;136;0,0;1,041;3,66;29,67
29/08/2017;2017;137;0,0;0,634;3,73;27,32
30/08/2017;2017;138;0,0;0,89;2,71;25,39
31/08/2017;2017;139;0,0;0,174;3,61;19,98
01/09/2017;2017;140;0,0;0,589;3,95;29,06
02/09/2017;2017;141;0,0;0,0;3,48;11,2
03/09/2017;2017;142;0,0;0,0;4,63;28,07
04/09/2017;2017;143;0,0;0,0;4,06;28,34
05/09/2017;2017;144;0,0;0,0;5,15;24,45
06/09/2017;2017;145;0,0;0,672;4,13;20,55
07/09/2017;2017;146;0,0;0,346;3,78;25,49
08/09/2017;2017;147;0,0;0,105;5,38;27,97
09/09/2017;2017;148;0,0;0,0;4,35;8,19
10/09/2017;2017;149;0,0;0,0;4,04;20,18
11/09/2017;2017;150;0,0;0,598;4,54;27,16
12/09/2017;2017;151;0,0;0,644;3,87;6,77
13/09/2017;2017;152;0,0;0,03;4,64;17,93
14/09/2017;2017;153;0,0;0,662;3,85;6,35
15/09/2017;2017;154;0,0;0,0;3,13;8,91
16/09/2017;2017;155;0,0;0,0;3,09;25,22
17/09/2017;2017;156;0,0;0,366;3,38;16,9
18/09/2017;2017;157;0,0;1,462;3,06;14,36
19/09/2017;2017;158;0,0;0,49;3,13;9,39
20/09/2017;2017;159;0,0;0,0;3,51;10,98
21/09/2017;2017;160;0,0;0,674;3,1;26,88
22/09/2017;2017;161;0,0;0,0;3,37;3,19
23/09/2017;2017;162;0,003;0,33;3,77;28,67
24/09/2017;2017;163;0,0;0,0;4,57;21,29
25/09/2017;2017;164;0,0;0,326;3,6;11,82
26/09/2017;2017;165;0,0;0,0;2,99;7,37
27/09/2017;2017;166;0,0;0,0;3,65;7,35
28/09/2017;2017;167;0,0;0,0;3,75;28,1
29/09/2017;2017;168;0,0;0,0;3,56;1,28
30/09/2017;2017;169;0,018;0,0;3,28;20,37
17/04/2018;2018;1;0,0;0,231;3,61;29,94
18/04/2018;2018;2;0,0;0,109;4,17;2,38
19/04/2018;2018;3;0,182;0,0;4,22;28,31
20/04/2018;2018;4;0,0;0,258;4,22;25,68
21/04/2018;2018;5;0,0;0,0;2,5;10,21
22/04/2018;2018;6;0,0;0,0;2,72;1,92
23/04/2018;2018;7;0,093;0,537;4,33;29,55
24/04/2018;2018;8;0,0;0,0;4,42;16,41
25/04/2018;2018;9;0,0;0,025;4,91;26,0
26/04/2018;2018;10;0,0;0,357;3,91;2,91
27/04/2018;2018;11;0,099;0,02;4,31;20,79
28/04/2018;2018;12;0,0;0,0;2,19;21,72
29/04/2018;2018;13;0,0;1,338;1,58;28,56
30/04/2018;2018;14;0,0;0,481;1,57;17,6
01/05/2018;2018;15;0,0;0,379;3,21;27,39
02/05/2018;2018;16;0,0;0,047;2,8;18,26
03/05/2018;2018;17;0,0;0,0;3,5;26,77
04/05/2018;2018;18;0,0;0,0;3,75;25,92
05/05/2018;2018;19;0,0;0,382;4,08;23,15
06/05/2018;2018;20;0,0;0,0;4,36;25,22
07/05/2018;2018;21;0,0;0,076;4,61;2,19
08/05/2018;2018;22;0,239;0,0;4,24;29,31
09/05/2018;2018;23;0,0;0,104;4,2;28,08
10/05/2018;2018;24;0,0;1,163;4,12;4,6
11/05/2018;2018;25;0,0;0,0;3,91;28,15
12/05/2018;2018;26;0,0;1,176;4,07;29,28
13/05/2018;2018;27;0,0;0,059;2,83;7,58
14/05/2018;2018;28;0,0;0,783;4,16;28,86
15/05/2018;2018;29;0,0;0,0;4,54;24,5
16/05/2018;2018;30;0,0;0,046;4,44;22,5
17/05/2018;2018;31;0,0;0,096;4,02;22,85
18/05/2018;2018;32;0,0;0,994;4,01;5,75
19/05/2018;2018;33;0,0;0,717;4,7;26,73
20/05/2018;2018;34;0,0;0,934;4,77;19,02
21/05/2018;2018;35;0,0;0,381;4,12;20,64
22/05/2018;2018;36;0,0;0,374;5,06;23,21
23/05/2018;2018;37;0,0;0,0;3,95;10,84
24/05/2018;2018;38;0,0;8,873;3,34;23,06
25/05/2018;2018;39;0,0;9,968;1,43;28,19
26/05/2018;2018;40;0,0;0,0;2,75;26,72
27/05/2018;2018;41;0,0;7,572;2,99;28,26
28/05/2018;2018;42;0,0;18,623;1,84;22,46
29/05/2018;2018;43;0,0;0,323;3,79;26,28
30/05/2018;2018;44;0,0;0,509;2,85;14,36
31/05/2018;2018;45;0,0;0,0;2,13;9,56
01/06/2018;2018;46;0,0;0,717;2,84;21,01
02/06/2018;2018;47;0,0;0,208;4,74;1,64
03/06/2018;2018;48;0,113;0,181;4,33;8,55
04/06/2018;2018;49;0,0;0,823;2,44;28,96
05/06/2018;2018;50;0,0;12,128;2,0;3,65
06/06/2018;2018;51;0,0;0,567;3,51;27,95
07/06/2018;2018;52;0,0;3,169;2,26;14,78
08/06/2018;2018;53;0,0;3,681;2,71;2,56
09/06/2018;2018;54;0,0;0,643;3,09;27,56
10/06/2018;2018;55;0,0;8,045;2,66;23,84
11/06/2018;2018;56;0,0;0,085;3,77;26,71
12/06/2018;2018;57;0,0;0,34;5,03;16,5
13/06/2018;2018;58;0,0;0,1;4,59;2,17
14/06/2018;2018;59;0,075;0,234;5,03;28,54
15/06/2018;2018;60;0,0;0,082;5,13;23,8
16/06/2018;2018;61;0,0;0,461;5,29;25,68
17/06/2018;2018;62;0,0;0,393;5,36;27,94
18/06/2018;2018;63;0,0;0,86;5,54;17,29
19/06/2018;2018;64;0,0;0,277;5,36;26,21
20/06/2018;2018;65;0,0;0,0;5,65;0,99
21/06/2018;2018;66;0,11;10,929;5,54;23,36
22/06/2018;2018;67;0,0;0,0;5,69;26,79
23/06/2018;2018;68;0,0;0,0;5,72;21,08
24/06/2018;2018;69;0,0;0,0;5,74;9,14
25/06/2018;2018;70;0,0;0,384;5,87;25,35
26/06/2018;2018;71;0,0;0,63;5,9;21,29
27/06/2018;2018;72;0,0;0,148;4,96;0,45
28/06/2018;2018;73;0,072;12,786;3,9;27,13
29/06/2018;2018;74;0,0;0,167;5,03;20,13
30/06/2018;2018;75;0,0;1,916;3,51;25,37
01/07/2018;2018;76;0,0;0,088;3,34;28,53
02/07/2018;2018;77;0,0;0,582;2,58;28,39
03/07/2018;2018;78;0,0;0,559;4,25;1,68
04/07/2018;2018;79;0,029;4,194;3,68;7,85
05/07/2018;2018;80;0,0;0,0;4,89;9,55
06/07/2018;2018;81;0,0;0,579;4,33;28,1
07/07/2018;2018;82;0,0;0,403;4,41;23,64
08/07/2018;2018;83;0,0;0,0;5,37;6,84
09/07/2018;2018;84;0,0;0,0;5,93;25,44
10/07/2018;2018;85;0,0;0,205;5,52;4,85
11/07/2018;2018;86;0,011;15,975;2,87;2,93
12/07/2018;2018;87;0,0;0,063;4,98;0,48
13/07/2018;2018;88;0,048;0,0;5,08;16,87
14/07/2018;2018;89;0,0;0,0;5,38;29,56
15/07/2018;2018;90;0,0;0,0;5,13;1,59
16/07/2018;2018;91;0,037;0,0;5,45;15,16
17/07/2018;2018;92;0,0;0,0;5,22;16,97
18/07/2018;2018;93;0,0;0,288;5,38;11,14
19/07/2018;2018;94;0,0;0,001;4,81;23,37
20/07/2018;2018;95;0,0;2,097;3,32;6,36
21/07/2018;2018;96;0,0;0,0;2,74;16,46
22/07/2018;2018;97;0,0;0,0;4,99;1,34
23/07/2018;2018;98;0,032;0,754;5,45;29,8
24/07/2018;2018;99;0,0;0,24;5,56;19,72
25/07/2018;2018;100;0,0;0,835;5,38;24,62
26/07/2018;2018;101;0,0;0,0;4,88;16,5
27/07/2018;2018;102;0,0;0,0;4,77;17,24
28/07/2018;2018;103;0,0;0,0;5,06;9,3
29/07/2018;2018;104;0,0;0,025;5,28;14,54
30/07/2018;2018;105;0,0;0,0;4,9;8,98
31/07/2018;2018;106;0,0;0,125;5,03;17,7
01/08/2018;2018;107;0,0;0,245;5,2;16,01
02/08/2018;2018;108;0,0;0,0;5,57;12,85
03/08/2018;2018;109;0,0;0,319;5,8;23,03
