Fecha;Temporada;Dias_Plantacion;Dr_TAW_Ratio;Lluvia_Hoy_mm;ETo_Hoy_mm;Riego_Decidido_IA_mm
26/06/2021;2021;68;0,0;0,0;5,18;23,1
27/06/2021;2021;69;0,0;0,0;5,05;27,97
28/06/2021;2021;70;0,0;0,0;3,7;6,05
29/06/2021;2021;71;0,0;0,501;4,84;25,39
30/06/2021;2021;72;0,0;0,1;4,89;21,94
01/07/2021;2021;73;0,0;0,405;5,27;5,05
02/07/2021;2021;74;0,007;1,218;4,24;23,86
03/07/2021;2021;75;0,0;0,026;4,67;24,01
04/07/2021;2021;76;0,0;0,05;4,72;17,22
05/07/2021;2021;77;0,0;0,088;5,67;7,19
06/07/2021;2021;78;0,0;0,0;5,13;27,24
07/07/2021;2021;79;0,0;0,0;4,47;10,54
08/07/2021;2021;80;0,0;0,0;4,66;28,62
09/07/2021;2021;81;0,0;0,007;5,3;2,85
10/07/2021;2021;82;0,035;0,857;6,02;25,12
11/07/2021;2021;83;0,0;0,0;6,13;23,19
12/07/2021;2021;84;0,0;0,0;4,76;26,02
13/07/2021;2021;85;0,0;0,101;4,77;5,47
14/07/2021;2021;86;0,0;0,088;4,58;3,08
15/07/2021;2021;87;0,019;0,0;5,05;8,84
16/07/2021;2021;88;0,0;0,032;5,41;3,09
17/07/2021;2021;89;0,028;0,374;5,57;4,94
18/07/2021;2021;90;0,036;0,0;5,4;29,18
19/07/2021;2021;91;0,0;0,0;5,66;23,97
20/07/2021;2021;92;0,0;0,014;5,87;18,69
21/07/2021;2021;93;0,0;0,0;5,52;27,13
22/07/2021;2021;94;0,0;0,0;6,0;13,83
23/07/2021;2021;95;0,0;0,0;4,82;15,01
24/07/2021;2021;96;0,0;0,0;5,29;7,79
25/07/2021;2021;97;0,0;0,0;4,2;29,03
26/07/2021;2021;98;0,0;0,224;4,64;6,76
27/07/2021;2021;99;0,0;0,0;5,2;28,79
28/07/2021;2021;100;0,0;0,669;4,84;16,61
29/07/2021;2021;101;0,0;0,0;5,37;23,17
30/07/2021;2021;102;0,0;0,077;5,44;18,91
31/07/2021;2021;103;0,0;0,0;4,69;6,25
01/08/2021;2021;104;0,0;0,47;4,24;16,49
02/08/2021;2021;105;0,0;0,315;4,31;5,93
03/08/2021;2021;106;0,0;0,0;4,7;8,87
04/08/2021;2021;107;0,0;0,0;5,56;15,44
05/08/2021;2021;108;0,0;0,0;5,78;28,27
06/08/2021;2021;109;0,0;0,0;4,94;7,98
07/08/2021;2021;110;0,0;0,243;4,74;9,6
08/08/2021;2021;111;0,0;0,0;3,95;2,53
09/08/2021;2021;112;0,011;0,289;3,91;29,32
10/08/2021;2021;113;0,0;0,963;4,88;16,47
11/08/2021;2021;114;0,0;0,532;4,93;24,58
12/08/2021;2021;115;0,0;0,0;5,31;5,8
13/08/2021;2021;116;0,001;0,0;4,94;26,11
14/08/2021;2021;117;0,0;0,685;5,91;21,13
15/08/2021;2021;118;0,0;0,476;5,91;10,28
16/08/2021;2021;119;0,0;0,0;4,73;28,89
17/08/2021;2021;120;0,0;0,13;4,07;8,79
18/08/2021;2021;121;0,0;0,618;4,02;3,22
19/08/2021;2021;122;0,003;0,0;4,04;15,12
20/08/2021;2021;123;0,0;0,0;5,14;27,43
21/08/2021;2021;124;0,0;0,368;4,22;29,94
22/08/2021;2021;125;0,0;0,571;4,12;29,07
23/08/2021;2021;126;0,0;0,0;4,14;29,62
24/08/2021;2021;127;0,0;0,0;4,2;27,78
25/08/2021;2021;128;0,0;0,0;4,11;26,71
26/08/2021;2021;129;0,0;0,152;3,72;29,29
27/08/2021;2021;130;0,0;0,026;4,24;14,23
28/08/2021;2021;131;0,0;0,355;4,09;29,41
29/08/2021;2021;132;0,0;0,226;3,49;4,09
30/08/2021;2021;133;0,0;0,0;3,58;29,35
31/08/2021;2021;134;0,0;2,837;4,11;29,58
01/09/2021;2021;135;0,0;0,0;2,1;0,95
02/09/2021;2021;136;0,008;0,0;1,6;26,46
03/09/2021;2021;137;0,0;0,909;3,5;21,05
04/09/2021;2021;138;0,0;0,284;3,4;1,57
05/09/2021;2021;139;0,011;0,574;3,6;23,63
06/09/2021;2021;140;0,0;0,0;3,89;26,2
07/09/2021;2021;141;0,0;0,397;3,27;5,3
08/09/2021;2021;142;0,0;0,0;2,28;24,09
09/09/2021;2021;143;0,0;0,314;2,41;29,74
10/09/2021;2021;144;0,0;0,412;3,21;13,37
11/09/2021;2021;145;0,0;0,563;2,93;13,46
12/09/2021;2021;146;0,0;0,158;3,32;17,23
13/09/2021;2021;147;0,0;5,226;2,05;5,29
14/09/2021;2021;148;0,0;3,957;1,02;5,44
15/09/2021;2021;149;0,0;0,645;2,39;2,55
16/09/2021;2021;150;0,0;0,07;3,07;19,88
17/09/2021;2021;151;0,0;0,0;3,1;18,09
18/09/2021;2021;152;0,0;0,0;2,83;9,97
19/09/2021;2021;153;0,0;0,0;2,75;26,84
20/09/2021;2021;154;0,0;0,0;2,97;26,94
21/09/2021;2021;155;0,0;0,307;2,39;4,06
22/09/2021;2021;156;0,0;0,0;2,54;2,9
23/09/2021;2021;157;0,0;0,596;3,77;2,36
24/09/2021;2021;158;0,009;12,608;1,36;29,9
25/09/2021;2021;159;0,0;0,234;1,45;4,67
26/09/2021;2021;160;0,0;0,6;2,19;10,74
27/09/2021;2021;161;0,0;0,0;1,86;18,02
28/09/2021;2021;162;0,0;0,421;2,43;5,53
29/09/2021;2021;163;0,0;0,0;2,38;17,62
30/09/2021;2021;164;0,0;0,259;2,05;19,7
01/10/2021;2021;165;0,0;0,0;2,59;2,9
02/10/2021;2021;166;0,0;0,426;1,99;15,24
03/10/2021;2021;167;0,0;6,132;2,43;29,89
04/10/2021;2021;168;0,0;0,0;1,58;18,46
05/10/2021;2021;169;0,0;0,256;2,17;2,65
06/10/2021;2021;170;0,0;0,0;1,97;2,45
07/10/2021;2021;171;0,0;0,37;2,23;13,75
08/10/2021;2021;172;0,0;0,106;2,22;3,95
09/10/2021;2021;173;0,0;0,0;2,19;13,9
10/10/2021;2021;174;0,0;0,0;1,98;19,9
11/10/2021;2021;175;0,0;0,164;2,61;18,77
12/10/2021;2021;176;0,0;0,292;2,65;16,79
13/10/2021;2021;177;0,0;0,0;2,0;24,69
14/10/2021;2021;178;0,0;0,0;1,93;2,28
15/10/2021;2021;179;0,0;0,0;2,17;5,37
16/10/2021;2021;180;0,0;2,743;1,15;28,21
17/10/2021;2021;181;0,0;0,0;1,03;20,23
18/10/2021;2021;182;0,0;0,541;1,0;6,57
19/10/2021;2021;183;0,0;0,0;2,15;10,75
20/10/2021;2021;184;0,0;0,539;2,9;21,81
21/10/2021;2021;185;0,0;0,302;2,02;29,84
22/10/2021;2021;186;0,0;0,0;1,57;28,65
23/10/2021;2021;187;0,0;0,0;1,31;26,78
24/10/2021;2021;188;0,0;0,282;1,56;21,84
25/10/2021;2021;189;0,0;0,806;1,62;7,07
26/10/2021;2021;190;0,0;0,396;1,32;1,21
27/10/2021;2021;191;0,0;0,708;1,39;3,63
28/10/2021;2021;192;0,0;0,346;1,51;13,25
29/10/2021;2021;193;0,0;3,135;1,23;24,88
30/10/2021;2021;194;0,0;0,557;1,19;21,96
31/10/2021;2021;195;0,0;4,517;1,36;26,03
01/11/2021;2021;196;0,0;0,18;1,69;28,23
02/11/2021;2021;197;0,0;0,868;1,19;29,93
03/11/2021;2021;198;0,0;0,487;1,23;29,94
04/11/2021;2021;199;0,0;0,0;1,21;29,81
05/11/2021;2021;200;0,0;0,645;1,09;29,11
06/11/2021;2021;201;0,0;0,0;1,02;15,89
07/11/2021;2021;202;0,0;0,0;0,83;15,45
08/11/2021;2021;203;0,0;0,28;1,3;5,76
09/11/2021;2021;204;0,0;0,0;1,1;5,11
10/11/2021;2021;205;0,0;0,604;0,9;24,58
15/04/2022;2022;1;0,0;0,0;4,07;18,29
16/04/2022;2022;2;0,0;0,155;4,56;25,32
17/04/2022;2022;3;0,0;0,01;4,2;14,52
18/04/2022;2022;4;0,0;0,314;4,18;28,77
19/04/2022;2022;5;0,0;0,0;3,33;26,45
20/04/2022;2022;6;0,0;0,844;3,55;13,07
21/04/2022;2022;7;0,0;0,0;3,81;23,94
22/04/2022;2022;8;0,0;12,11;1,33;4,57
23/04/2022;2022;9;0,0;0,424;1,25;4,14
24/04/2022;2022;10;0,0;0,0;3,04;6,63
25/04/2022;2022;11;0,0;0,0;3,19;27,86
26/04/2022;2022;12;0,0;0,147;2,34;16,42
27/04/2022;2022;13;0,0;0,477;4,05;29,59
28/04/2022;2022;14;0,0;0,442;3,27;28,0
29/04/2022;2022;15;0,0;0,0;4,29;4,06
30/04/2022;2022;16;0,073;0,708;4,98;29,16
01/05/2022;2022;17;0,0;0,219;4,56;28,08
02/05/2022;2022;18;0,0;4,531;2,87;14,14
03/05/2022;2022;19;0,0;0,299;2,76;23,78
04/05/2022;2022;20;0,0;0,304;4,19;15,34
05/05/2022;2022;21;0,0;0,0;4,31;27,31
06/05/2022;2022;22;0,0;0,392;4,59;24,24
07/05/2022;2022;23;0,0;0,0;4,67;26,89
08/05/2022;2022;24;0,0;0,4;5,05;12,49
09/05/2022;2022;25;0,0;0,0;5,52;26,74
10/05/2022;2022;26;0,0;0,0;5,48;25,41
11/05/2022;2022;27;0,0;0,401;6,28;11,8
12/05/2022;2022;28;0,0;0,476;2,91;18,71
13/05/2022;2022;29;0,0;0,0;4,45;1,17
14/05/2022;2022;30;0,188;5,597;3,8;18,95
15/05/2022;2022;31;0,0;0,719;3,49;19,41
16/05/2022;2022;32;0,0;0,519;4,8;6,82
17/05/2022;2022;33;0,0;0,0;4,88;9,04
18/05/2022;2022;34;0,0;0,044;4,09;3,05
19/05/2022;2022;35;0,063;0,0;5,48;27,89
20/05/2022;2022;36;0,0;0,0;6,08;23,76
21/05/2022;2022;37;0,0;0,327;4,78;28,57
22/05/2022;2022;38;0,0;0,0;4,07;28,36
23/05/2022;2022;39;0,0;0,154;4,48;29,33
24/05/2022;2022;40;0,0;0,0;2,78;7,11
25/05/2022;2022;41;0,0;0,0;4,82;28,9
26/05/2022;2022;42;0,0;0,0;5,5;29,7
27/05/2022;2022;43;0,0;0,0;6,62;26,78
28/05/2022;2022;44;0,0;0,0;6,48;21,14
29/05/2022;2022;45;0,0;0,0;5,32;8,28
30/05/2022;2022;46;0,0;0,0;4,05;3,38
31/05/2022;2022;47;0,03;0,0;4,47;4,77
01/06/2022;2022;48;0,039;0,265;3,95;7,7
02/06/2022;2022;49;0,0;0,0;4,41;7,26
03/06/2022;2022;50;0,0;0,23;4,26;24,21
04/06/2022;2022;51;0,0;0,0;3,19;17,98
05/06/2022;2022;52;0,0;0,346;4,72;19,22
06/06/2022;2022;53;0,0;0,0;4,5;6,18
07/06/2022;2022;54;0,0;0,694;6,04;19,41
08/06/2022;2022;55;0,0;0,0;5,45;20,74
09/06/2022;2022;56;0,0;0,0;5,73;24,35
10/06/2022;2022;57;0,0;0,328;5,65;10,34
11/06/2022;2022;58;0,0;0,743;4,68;29,54
12/06/2022;2022;59;0,0;0,616;6,26;27,7
13/06/2022;2022;60;0,0;0,097;6,03;21,56
14/06/2022;2022;61;0,0;0,0;6,89;27,36
15/06/2022;2022;62;0,0;0,0;6,28;29,26
16/06/2022;2022;63;0,0;2,521;6,31;24,98
17/06/2022;2022;64;0,0;0,0;6,47;28,38
18/06/2022;2022;65;0,0;2,191;3,82;0,54
19/06/2022;2022;66;0,019;0,0;4,43;3,64
20/06/2022;2022;67;0,036;1,996;3,01;20,54
21/06/2022;2022;68;0,0;0,346;3,38;22,98
22/06/2022;2022;69;0,0;0,626;3,01;26,95
23/06/2022;2022;70;0,0;1,91;3,16;5,97
24/06/2022;2022;71;0,0;0,0;3,75;19,45
25/06/2022;2022;72;0,0;0,0;4,9;4,69
26/06/2022;2022;73;0,011;0,296;4,68;26,2
27/06/2022;2022;74;0,0;0,715;5,16;29,31
28/06/2022;2022;75;0,0;0,0;5,71;6,23
29/06/2022;2022;76;0,003;0,076;5,01;3,74
30/06/2022;2022;77;0,023;0,07;5,57;3,27
01/07/2022;2022;78;0,052;0,31;5,34;29,54
02/07/2022;2022;79;0,0;0,0;6,11;5,83
03/07/2022;2022;80;0,012;0,21;4,29;6,21
04/07/2022;2022;81;0,0;0,0;5,53;13,37
05/07/2022;2022;82;0,0;0,0;6,27;29,32
06/07/2022;2022;83;0,0;0,117;5,21;24,08
07/07/2022;2022;84;0,0;0,055;5,85;29,06
08/07/2022;2022;85;0,0;0,46;6,0;24,02
09/07/2022;2022;86;0,0;0,685;6,4;14,26
10/07/2022;2022;87;0,0;0,0;6,15;21,31
11/07/2022;2022;88;0,0;0,668;6,51;18,33
12/07/2022;2022;89;0,0;0,0;6,5;21,92
13/07/2022;2022;90;0,0;0,613;6,36;26,66
14/07/2022;2022;91;0,0;0,042;6,43;8,77
15/07/2022;2022;92;0,0;0,0;6,6;8,31
16/07/2022;2022;93;0,0;0,0;6,48;20,09
17/07/2022;2022;94;0,0;0,0;6,34;5,65
18/07/2022;2022;95;0,012;0,031;5,25;0,57
19/07/2022;2022;96;0,048;0,0;4,98;9,94
20/07/2022;2022;97;0,02;0,0;5,85;3,7
21/07/2022;2022;98;0,038;0,301;6,15;29,24
22/07/2022;2022;99;0,0;0,0;5,55;23,47
23/07/2022;2022;100;0,0;0,0;5,3;26,6
24/07/2022;2022;101;0,0;0,658;7,07;15,85
25/07/2022;2022;102;0,0;0,15;6,75;28,67
26/07/2022;2022;103;0,0;0,266;4,75;24,36
27/07/2022;2022;104;0,0;0,0;5,42;10,08
28/07/2022;2022;105;0,0;0,0;5,49;16,88
29/07/2022;2022;106;0,0;0,429;5,73;24,13
30/07/2022;2022;107;0,0;0,973;5,36;28,72
31/07/2022;2022;108;0,0;0,0;5,46;12,16
01/08/2022;2022;109;0,0;0,596;5,89;29,53
02/08/2022;2022;110;0,0;0,025;5,63;28,41
03/08/2022;2022;111;0,0;0,0;6,01;14,11
04/08/2022;2022;112;0,0;0,307;5,8;29,2
05/08/2022;2022;113;0,0;0,73;5,45;21,85
06/08/2022;2022;114;0,0;0,0;5,2;28,21
07/08/2022;2022;115;0,0;0,273;5,8;14,45
08/08/2022;2022;116;0,0;0,0;5,5;14,14
09/08/2022;2022;117;0,0;1,07;5,94;23,57
10/08/2022;2022;118;0,0;0,312;4,82;12,2
11/08/2022;2022;119;0,0;0,0;4,98;8,03
12/08/2022;2022;120;0,0;0,958;5,67;25,15
13/08/2022;2022;121;0,0;0,0;5,61;17,1
14/08/2022;2022;122;0,0;0,0;6,45;26,06
15/08/2022;2022;123;0,0;0,509;5,19;25,38
16/08/2022;2022;124;0,0;0,028;4,72;9,95
17/08/2022;2022;125;0,0;0,0;4,82;7,95
18/08/2022;2022;126;0,0;0,0;4,52;21,89
19/08/2022;2022;127;0,0;0,0;4,42;26,89
20/08/2022;2022;128;0,0;0,0;4,89;27,81
21/08/2022;2022;129;0,0;0,581;5,91;26,35
22/08/2022;2022;130;0,0;0,562;4,84;10,23
23/08/2022;2022;131;0,0;0,387;4,37;24,28
24/08/2022;2022;132;0,0;0,0;4,7;4,64
25/08/2022;2022;133;0,004;0,0;4,83;15,01
26/08/2022;2022;134;0,0;0,325;4,2;10,58
27/08/2022;2022;135;0,0;0,479;4,02;11,49
28/08/2022;2022;136;0,0;0,0;4,64;29,93
29/08/2022;2022;137;0,0;2,137;3,07;17,76
30/08/2022;2022;138;0,0;0,0;4,14;28,2
31/08/2022;2022;139;0,0;0,309;3,87;23,44
01/09/2022;2022;140;0,0;0,0;3,69;23,62
02/09/2022;2022;141;0,0;0,0;4,34;27,25
03/09/2022;2022;142;0,0;0,193;4,06;7,0
04/09/2022;2022;143;0,0;0,0;4,32;26,29
05/09/2022;2022;144;0,0;0,0;4,05;26,88
06/09/2022;2022;145;0,0;0,228;3,45;28,5
07/09/2022;2022;146;0,0;0,602;2,9;17,0
08/09/2022;2022;147;0,0;0,449;3,59;21,21
09/09/2022;2022;148;0,0;0,0;4,41;6,32
10/09/2022;2022;149;0,0;0,711;3,87;29,19
11/09/2022;2022;150;0,0;0,807;4,51;29,94
12/09/2022;2022;151;0,0;1,094;2,73;26,23
13/09/2022;2022;152;0,0;12,383;1,56;2,8
14/09/2022;2022;153;0,0;5,347;1,45;15,44
15/09/2022;2022;154;0,0;0,735;2,24;18,72
16/09/2022;2022;155;0,0;0,0;2,86;23,9
15/04/2023;2023;1;0,0;0,0;4,67;14,32
16/04/2023;2023;2;0,0;0,0;4,01;16,78
17/04/2023;2023;3;0,0;0,0;4,66;28,9
18/04/2023;2023;4;0,0;1,193;4,21;5,39
19/04/2023;2023;5;0,0;0,0;4,73;29,18
20/04/2023;2023;6;0,0;0,544;4,96;28,67
21/04/2023;2023;7;0,0;0,419;3,76;28,76
22/04/2023;2023;8;0,0;0,0;2,63;23,05
23/04/2023;2023;9;0,0;0,067;2,66;3,64
24/04/2023;2023;10;0,0;0,0;3,37;28,12
25/04/2023;2023;11;0,0;0,073;4,82;9,88
26/04/2023;2023;12;0,0;0,312;3,74;1,56
27/04/2023;2023;13;0,192;0,0;4,87;27,69
28/04/2023;2023;14;0,0;0,453;4,4;5,81
29/04/2023;2023;15;0,0;0,0;5,55;25,5
30/04/2023;2023;16;0,0;0,855;4,18;4,25
01/05/2023;2023;17;0,0;0,052;4,34;9,37
02/05/2023;2023;18;0,0;0,0;4,78;9,68
03/05/2023;2023;19;0,0;0,028;4,96;21,82
04/05/2023;2023;20;0,0;0,0;3,48;8,57
05/05/2023;2023;21;0,0;0,0;4,28;13,24
06/05/2023;2023;22;0,0;0,0;3,26;19,58
07/05/2023;2023;23;0,0;0,0;4,61;5,77
08/05/2023;2023;24;0,0;0,45;5,22;26,77
09/05/2023;2023;25;0,0;0,0;5,52;12,52
10/05/2023;2023;26;0,0;0,0;4,76;26,9
11/05/2023;2023;27;0,0;0,0;4,77;10,68
12/05/2023;2023;28;0,0;0,97;4,41;29,47
13/05/2023;2023;29;0,0;0,0;4,74;27,16
14/05/2023;2023;30;0,0;0,447;4,42;28,84
15/05/2023;2023;31;0,0;0,787;3,93;29,25
16/05/2023;2023;32;0,0;0,0;4,44;29,55
17/05/2023;2023;33;0,0;0,46;5,96;24,77
18/05/2023;2023;34;0,0;0,0;5,13;6,53
19/05/2023;2023;35;0,0;0,0;4,7;8,68
20/05/2023;2023;36;0,0;0,616;3,89;27,8
21/05/2023;2023;37;0,0;0,33;4,78;29,23
22/05/2023;2023;38;0,0;0,0;4,92;29,46
23/05/2023;2023;39;0,0;0,291;4,36;3,33
24/05/2023;2023;40;0,047;0,526;4,1;15,41
25/05/2023;2023;41;0,0;0,129;5,58;15,17
26/05/2023;2023;42;0,0;1,237;3,95;14,59
27/05/2023;2023;43;0,0;0,0;4,35;8,54
28/05/2023;2023;44;0,0;0,055;3,77;5,98
29/05/2023;2023;45;0,0;0,0;4,56;4,12
30/05/2023;2023;46;0,03;3,034;4,18;20,27
31/05/2023;2023;47;0,0;0,0;4,28;13,16
01/06/2023;2023;48;0,0;20,444;3,93;0,67
02/06/2023;2023;49;0,0;0,0;4,89;25,2
03/06/2023;2023;50;0,0;0,0;4,95;27,62
04/06/2023;2023;51;0,0;0,326;5,01;26,01
05/06/2023;2023;52;0,0;0,616;5,02;2,37
06/06/2023;2023;53;0,056;0,0;4,96;0,98
07/06/2023;2023;54;0,147;1,668;2,1;28,12
08/06/2023;2023;55;0,0;3,33;2,97;26,85
09/06/2023;2023;56;0,0;8,092;3,26;29,05
10/06/2023;2023;57;0,0;1,078;3,92;28,12
11/06/2023;2023;58;0,0;0,0;4,44;28,19
12/06/2023;2023;59;0,0;6,683;3,92;9,54
13/06/2023;2023;60;0,0;0,0;3,39;24,18
14/06/2023;2023;61;0,0;0,0;4,91;22,54
15/06/2023;2023;62;0,0;0,0;5,25;4,13
16/06/2023;2023;63;0,025;0,0;4,36;4,47
17/06/2023;2023;64;0,028;0,0;5,81;18,25
18/06/2023;2023;65;0,0;0,0;4,47;8,51
19/06/2023;2023;66;0,0;0,0;3,62;5,76
20/06/2023;2023;67;0,0;0,178;3,45;21,78
21/06/2023;2023;68;0,0;0,0;3,88;22,49
22/06/2023;2023;69;0,0;0,0;4,98;26,07
23/06/2023;2023;70;0,0;0,0;5,61;2,92
24/06/2023;2023;71;0,037;0,444;5,87;23,13
25/06/2023;2023;72;0,0;0,0;5,8;28,77
26/06/2023;2023;73;0,0;0,117;5,14;29,81
27/06/2023;2023;74;0,0;0,0;5,3;28,07
28/06/2023;2023;75;0,0;0,0;5,69;13,92
29/06/2023;2023;76;0,0;0,814;5,35;3,47
30/06/2023;2023;77;0,017;0,0;4,65;23,43
01/07/2023;2023;78;0,0;0,158;5,26;14,3
02/07/2023;2023;79;0,0;0,0;4,95;24,13
03/07/2023;2023;80;0,0;0,0;5,49;12,96
04/07/2023;2023;81;0,0;0,0;6,08;3,19
05/07/2023;2023;82;0,031;0,0;3,85;25,77
06/07/2023;2023;83;0,0;0,0;5,17;19,87
07/07/2023;2023;84;0,0;0,411;6,03;17,16
08/07/2023;2023;85;0,0;0,0;5,32;6,36
09/07/2023;2023;86;0,0;0,585;5,24;27,74
10/07/2023;2023;87;0,0;0,194;5,33;2,71
11/07/2023;2023;88;0,021;0,0;5,72;10,91
12/07/2023;2023;89;0,0;0,0;4,04;21,94
13/07/2023;2023;90;0,0;0,494;5,22;5,22
14/07/2023;2023;91;0,0;0,0;6,43;5,98
15/07/2023;2023;92;0,009;0,0;4,66;10,48
16/07/2023;2023;93;0,0;0,071;4,97;24,57
17/07/2023;2023;94;0,0;0,208;5,22;29,2
18/07/2023;2023;95;0,0;0,0;6,19;8,81
19/07/2023;2023;96;0,0;0,0;5,27;3,32
20/07/2023;2023;97;0,015;0,094;4,89;12,85
21/07/2023;2023;98;0,0;0,392;3,98;0,52
22/07/2023;2023;99;0,021;0,406;4,86;18,7
23/07/2023;2023;100;0,0;0,903;4,68;26,43
24/07/2023;2023;101;0,0;0,0;4,98;21,4
25/07/2023;2023;102;0,0;0,313;4,87;23,67
26/07/2023;2023;103;0,0;0,488;4,9;14,66
27/07/2023;2023;104;0,0;0,429;5,09;28,55
28/07/2023;2023;105;0,0;0,46;5,19;26,48
29/07/2023;2023;106;0,0;0,464;4,89;23,25
30/07/2023;2023;107;0,0;0,45;4,94;3,1
31/07/2023;2023;108;0,011;0,0;5,46;14,74
01/08/2023;2023;109;0,0;0,0;5,69;12,68
02/08/2023;2023;110;0,0;0,636;5,36;29,54
03/08/2023;2023;111;0,0;0,0;4,8;7,38
04/08/2023;2023;112;0,0;0,0;4,47;25,11
05/08/2023;2023;113;0,0;0,082;5,01;25,91
06/08/2023;2023;114;0,0;0,0;4,74;16,0
07/08/2023;2023;115;0,0;0,502;4,54;27,84
08/08/2023;2023;116;0,0;0,731;4,96;27,99
09/08/2023;2023;117;0,0;0,0;4,75;9,1
10/08/2023;2023;118;0,0;0,0;4,95;24,84
11/08/2023;2023;119;0,0;0,0;5,16;24,87
12/08/2023;2023;120;0,0;0,0;5,03;21,65
13/08/2023;2023;121;0,0;0,0;4,62;29,14
14/08/2023;2023;122;0,0;0,138;4,75;27,81
15/08/2023;2023;123;0,0;0,0;3,99;6,82
16/08/2023;2023;124;0,0;0,0;4,36;7,78
17/08/2023;2023;125;0,0;0,096;4,73;2,87
18/08/2023;2023;126;0,014;0,08;5,02;6,44
19/08/2023;2023;127;0,009;0,668;4,23;28,96
20/08/2023;2023;128;0,0;0,293;4,72;11,98
21/08/2023;2023;129;0,0;0,453;4,79;28,95
22/08/2023;2023;130;0,0;2,17;4,97;29,65
23/08/2023;2023;131;0,0;0,0;4,85;24,39
24/08/2023;2023;132;0,0;0,0;4,69;25,61
25/08/2023;2023;133;0,0;0,314;4,1;20,54
26/08/2023;2023;134;0,0;0,0;3,18;29,08
27/08/2023;2023;135;0,0;0,0;3,71;27,57
28/08/2023;2023;136;0,0;0,0;4,2;27,59
29/08/2023;2023;137;0,0;0,0;3,51;24,98
30/08/2023;2023;138;0,0;1,019;3,67;28,08
31/08/2023;2023;139;0,0;0,0;3,76;21,86
01/09/2023;2023;140;0,0;0,085;4,17;29,67
02/09/2023;2023;141;0,0;0,0;2,93;8,46
03/09/2023;2023;142;0,0;28,679;2,37;6,72
04/09/2023;2023;143;0,0;0,167;2,6;29,98
05/09/2023;2023;144;0,0;0,7;3,04;22,44
06/09/2023;2023;145;0,0;0,842;3,42;29,7
07/09/2023;2023;146;0,0;2,584;3,13;1,07
08/09/2023;2023;147;0,0;0,0;3,34;29,25
09/09/2023;2023;148;0,0;1,351;2,48;7,96
10/09/2023;2023;149;0,0;0,433;2,64;13,9
11/09/2023;2023;150;0,0;0,0;2,12;28,69
12/09/2023;2023;151;0,0;1,179;2,5;16,53
13/09/2023;2023;152;0,0;0,0;3,01;8,67
14/09/2023;2023;153;0,0;0,0;3,07;21,88
15/09/2023;2023;154;0,0;2,249;2,52;4,71
16/09/2023;2023;155;0,0;13,114;1,55;29,6
17/09/2023;2023;156;0,0;0,142;2,32;28,14
18/09/2023;2023;157;0,0;0,015;2,84;15,89
19/09/2023;2023;158;0,0;0,0;2,66;21,89
20/09/2023;2023;159;0,0;0,847;2,96;20,87
21/09/2023;2023;160;0,0;0,0;2,86;14,55
22/09/2023;2023;161;0,0;0,785;2,67;9,03
23/09/2023;2023;162;0,0;0,822;2,52;26,09
15/04/2024;2024;1;0,0;0,381;4,7;27,67
16/04/2024;2024;2;0,0;0,266;3,69;1,03
17/04/2024;2024;3;0,231;0,0;3,49;21,3
18/04/2024;2024;4;0,0;0,891;3,48;17,63
19/04/2024;2024;5;0,0;0,014;4,1;2,77
20/04/2024;2024;6;0,156;0,0;4,52;21,2
21/04/2024;2024;7;0,0;0,0;4,05;13,33
22/04/2024;2024;8;0,0;0,119;3,73;8,86
23/04/2024;2024;9;0,0;0,0;3,61;12,5
24/04/2024;2024;10;0,0;0,0;3,54;11,67
25/04/2024;2024;11;0,0;0,157;3,2;28,19
26/04/2024;2024;12;0,0;1,135;3,11;28,54
27/04/2024;2024;13;0,0;0,513;2,22;15,09
28/04/2024;2024;14;0,0;0,0;2,73;29,54
29/04/2024;2024;15;0,0;0,0;3,65;27,88
30/04/2024;2024;16;0,0;0,566;2,37;8,79
01/05/2024;2024;17;0,0;0,0;3,21;28,64
02/05/2024;2024;18;0,0;0,604;2,53;29,19
03/05/2024;2024;19;0,0;0,0;2,45;5,18
04/05/2024;2024;20;0,0;0,499;3,15;15,76
05/05/2024;2024;21;0,0;9,98;1,34;28,41
06/05/2024;2024;22;0,0;0,0;3,9;29,1
07/05/2024;2024;23;0,0;0,967;4,3;22,56
08/05/2024;2024;24;0,0;0,137;4,53;8,98
09/05/2024;2024;25;0,0;0,0;4,7;24,54
10/05/2024;2024;26;0,0;0,0;5,35;4,08
11/05/2024;2024;27;0,173;0,0;4,33;17,55
12/05/2024;2024;28;0,0;0,0;4,86;21,6
13/05/2024;2024;29;0,0;5,264;2,67;23,0
14/05/2024;2024;30;0,0;0,0;3,38;6,49
15/05/2024;2024;31;0,0;0,0;3,65;25,66
16/05/2024;2024;32;0,0;3,222;2,41;5,82
17/05/2024;2024;33;0,0;0,0;3,83;6,46
18/05/2024;2024;34;0,0;4,717;1,77;12,16
19/05/2024;2024;35;0,0;1,198;4,06;7,52
20/05/2024;2024;36;0,0;2,63;3,14;7,09
21/05/2024;2024;37;0,0;0,0;3,37;25,78
22/05/2024;2024;38;0,0;0,0;3,56;15,95
23/05/2024;2024;39;0,0;0,0;4,5;29,01
24/05/2024;2024;40;0,0;0,288;4,98;9,39
25/05/2024;2024;41;0,0;0,0;5,69;27,29
26/05/2024;2024;42;0,0;0,89;4,48;24,62
