Fecha;ETo(P.MON.);Precipit. efectiva(P.MON.);Horas insolacion;Veloc. viento diurna (*);Veloc. viento nocturna (*);Recorrido viento;Radiacion neta;Temp. media diurna;Hum. media diurna
dd/mm/aaaa;mm;mm;HH:mm;m/s;m/s;km/dia;MJ/m^2;ºC;%
11/11/2005;1.07;0.00;8.86;0.78;1.15;83.64;1.67;8.20;55.92;
12/11/2005;0.97;0.00;6.94;3.48;1.15;199.84;2.24;5.87;76.71;
13/11/2005;1.23;0.00;1.61;4.58;2.25;294.8;2.30;5.82;65.52;
14/11/2005;1.23;2.49;6.66;2.84;1.87;203.73;2.16;9.38;74.09;
15/11/2005;1.69;0.00;7.72;4.96;2.31;314.15;1.82;9.49;63.30;
16/11/2005;1.49;0.00;7.52;3.33;1.45;205.63;1.67;9.58;65.61;
17/11/2005;0.84;0.00;8.67;1.27;1.14;104.2;1.76;7.92;69.83;
18/11/2005;0.61;0.00;8.56;1.16;1.09;97.03;1.96;5.90;81.68;
19/11/2005;0.99;0.00;5.99;2.60;2.44;217.9;2.07;9.04;77.97;
20/11/2005;1.16;0.00;5.86;3.01;2.49;237.6;1.95;8.77;75.61;
21/11/2005;1.01;0.00;7.70;2.53;1.52;175.13;1.63;8.85;72.57;
22/11/2005;1.23;0.00;8.35;2.08;0.90;128.65;0.78;8.89;57.43;
23/11/2005;1.10;0.00;8.51;1.17;0.93;90.81;0.27;7.20;44.86;
24/11/2005;0.96;0.00;8.53;2.49;1.02;151.63;0.93;5.46;58.07;
25/11/2005;0.90;0.00;4.64;4.30;2.96;313.29;1.84;4.44;77.39;
26/11/2005;0.71;0.00;7.72;3.34;2.78;264.04;1.32;0.95;75.68;
27/11/2005;0.77;0.00;8.01;3.77;1.58;231.03;1.40;2.60;77.10;
28/11/2005;0.54;0.00;6.89;1.10;1.10;95.04;1.38;2.47;75.09;
29/11/2005;0.86;0.00;8.46;2.79;1.58;188.7;1.28;3.36;70.66;
30/11/2005;0.80;0.00;8.30;2.82;1.21;173.84;0.77;4.56;71.77;
01/12/2005;0.59;2.95;3.36;4.01;3.00;302.92;1.95;2.92;89.43;
02/12/2005;0.90;0.86;7.06;3.91;3.02;299.46;1.57;4.66;76.09;
03/12/2005;1.00;0.00;6.46;2.90;2.81;246.5;1.37;5.63;75.55;
04/12/2005;1.56;0.00;6.84;5.68;3.54;398.22;1.14;9.07;70.12;
05/12/2005;1.04;0.00;8.03;4.20;3.03;312.25;0.68;4.75;70.08;
06/12/2005;0.76;0.00;7.03;4.14;1.59;247.62;1.05;4.80;77.55;
07/12/2005;0.76;0.00;7.42;2.30;1.55;166.23;1.07;6.26;75.38;
08/12/2005;0.76;0.00;7.07;3.21;2.16;232.07;1.26;7.83;80.33;
09/12/2005;0.94;0.00;7.99;2.89;0.96;166.06;0.53;9.79;67.29;
10/12/2005;0.68;0.00;8.03;0.97;1.04;87.;0.00;4.55;62.08;
11/12/2005;1.70;0.00;8.10;1.44;1.82;140.92;0.00;8.38;35.16;
12/12/2005;1.77;0.00;6.46;4.31;1.59;254.97;0.73;7.03;50.01;
13/12/2005;1.21;0.00;7.64;4.64;2.14;293.07;0.45;6.59;63.62;
14/12/2005;1.33;0.00;8.09;4.20;2.28;280.28;0.15;4.41;53.89;
15/12/2005;0.73;0.00;7.91;2.09;0.82;125.71;0.12;3.18;60.73;
16/12/2005;0.39;0.00;7.67;1.08;0.85;83.29;0.37;0.91;74.29;
17/12/2005;1.12;0.00;7.76;3.66;1.45;220.58;0.42;7.99;65.84;
18/12/2005;0.45;0.00;7.04;0.91;0.94;80.09;0.98;1.57;81.58;
19/12/2005;0.37;0.00;3.12;1.11;0.87;85.62;1.81;-0.58;86.00;
20/12/2005;0.77;0.00;7.66;1.56;1.30;123.81;0.00;2.33;64.20;
21/12/2005;0.63;0.00;7.72;1.41;1.34;119.06;0.20;2.39;69.16;
22/12/2005;1.15;0.00;8.10;1.02;1.64;115.;0.00;4.36;41.79;
23/12/2005;0.90;0.00;8.05;0.79;1.27;88.99;0.00;3.36;47.90;
24/12/2005;0.59;0.00;7.63;0.72;1.09;78.19;0.13;0.88;55.96;
25/12/2005;0.33;0.00;7.79;0.98;0.73;73.79;0.72;-0.28;79.41;
26/12/2005;0.29;0.00;5.81;0.55;0.65;51.75;1.69;-0.56;94.14;
27/12/2005;0.53;0.00;4.62;2.04;1.22;140.83;1.66;4.17;91.35;
28/12/2005;0.65;0.00;6.90;2.16;0.97;135.13;0.50;0.92;66.08;
29/12/2005;0.83;0.00;5.28;3.41;2.95;274.58;1.41;5.03;82.75;
30/12/2005;1.09;0.00;6.98;3.93;2.63;283.48;1.47;8.40;74.61;
31/12/2005;1.07;0.00;5.95;3.90;2.50;276.48;1.36;6.04;77.55;
01/01/2006;1.15;0.00;7.24;4.10;3.79;340.76;0.60;4.31;71.74;
02/01/2006;1.13;0.00;7.09;3.65;2.15;250.47;0.76;5.97;69.65;
03/01/2006;0.82;0.00;8.20;2.52;1.32;166.23;0.45;4.77;67.04;
04/01/2006;0.83;0.00;7.81;1.67;1.19;123.29;0.63;5.52;68.29;
05/01/2006;0.62;0.00;7.37;1.76;1.12;124.42;0.75;4.47;71.42;
06/01/2006;0.50;0.00;4.15;1.89;1.39;141.61;1.81;3.03;88.55;
07/01/2006;0.52;0.00;0.65;1.05;0.90;84.24;2.03;3.34;84.32;
08/01/2006;0.46;0.00;5.09;0.66;0.42;46.66;1.80;4.58;80.25;
09/01/2006;0.77;0.00;5.77;2.03;0.74;119.49;1.16;4.07;69.66;
10/01/2006;0.63;0.00;8.04;1.88;1.01;124.85;0.78;1.53;72.80;
11/01/2006;0.45;0.00;5.97;0.76;0.87;70.42;1.52;2.00;79.95;
12/01/2006;0.46;0.00;7.49;1.14;0.63;76.64;1.07;1.91;81.34;
13/01/2006;0.30;0.00;0.00;1.32;1.33;114.39;2.08;-0.46;98.83;
14/01/2006;0.35;0.00;1.27;0.67;1.17;79.32;2.06;1.89;98.57;
15/01/2006;0.27;0.00;0.00;1.96;1.50;149.21;2.11;-0.25;100.00;
16/01/2006;0.37;2.79;5.76;0.83;0.48;56.68;1.56;0.60;93.05;
17/01/2006;0.37;0.00;5.90;0.63;0.80;61.86;2.01;1.08;92.30;
18/01/2006;0.82;0.00;6.79;2.11;1.50;156.04;1.61;6.44;84.33;
19/01/2006;0.67;0.00;8.44;1.31;0.92;96.08;1.41;5.69;75.04;
20/01/2006;0.48;0.00;7.52;1.05;0.19;53.65;1.87;4.21;82.12;
21/01/2006;0.51;0.00;4.66;0.94;0.78;74.3;2.12;3.29;80.72;
22/01/2006;0.79;0.00;8.67;1.18;0.75;83.38;1.25;5.62;61.72;
23/01/2006;0.61;0.00;8.47;0.79;0.68;63.33;1.57;3.69;68.77;
24/01/2006;0.64;0.00;8.31;1.60;1.20;120.96;1.85;1.03;76.68;
25/01/2006;0.60;0.00;7.54;1.19;0.70;81.99;2.03;2.12;74.94;
26/01/2006;0.63;0.00;8.24;0.74;0.88;70.07;1.90;2.06;70.53;
27/01/2006;1.03;0.00;8.66;4.79;1.15;256.52;1.92;-0.35;58.46;
28/01/2006;0.73;0.00;8.01;2.71;1.65;188.35;2.27;-1.68;78.31;
29/01/2006;0.83;0.00;8.84;1.71;1.69;147.14;2.12;-0.99;62.19;
30/01/2006;1.08;0.00;8.87;1.69;1.07;119.23;1.99;1.87;57.59;
31/01/2006;0.96;0.00;8.92;1.46;1.16;113.44;2.32;4.75;63.90;
01/02/2006;0.81;0.00;8.52;1.01;0.96;84.67;2.53;4.32;73.73;
02/02/2006;0.56;0.00;7.85;0.96;0.46;61.08;2.76;2.02;89.68;
03/02/2006;1.14;0.00;8.96;1.00;1.07;89.42;2.26;6.47;58.92;
04/02/2006;0.98;0.00;8.85;1.19;0.71;81.91;2.46;3.38;61.69;
05/02/2006;0.85;0.00;9.01;0.83;0.67;64.71;2.65;2.69;59.34;
06/02/2006;1.08;0.00;9.16;1.08;0.87;84.24;2.65;4.75;54.03;
07/02/2006;1.19;0.00;9.34;0.76;0.95;73.87;2.43;6.89;42.53;
08/02/2006;1.60;0.00;9.29;1.49;1.22;116.73;2.51;6.86;42.62;
09/02/2006;1.27;0.00;9.34;0.84;1.23;89.51;2.88;5.84;47.98;
10/02/2006;1.09;0.00;8.66;1.06;0.91;85.1;3.16;4.91;62.53;
11/02/2006;1.26;0.00;8.32;0.95;0.81;76.29;3.07;7.54;54.95;
12/02/2006;1.30;0.00;9.35;1.02;0.70;74.04;3.05;6.86;45.81;
13/02/2006;1.29;0.00;9.40;0.91;0.79;73.61;3.37;7.93;48.37;
14/02/2006;1.60;0.00;8.90;2.12;1.59;160.01;3.63;7.93;56.57;
15/02/2006;0.96;0.00;5.69;1.75;1.98;161.05;2.88;6.73;78.16;
16/02/2006;2.20;0.00;9.55;7.09;4.17;486.09;4.16;8.52;60.60;
17/02/2006;1.69;0.52;9.12;6.80;4.14;472.44;3.75;6.69;69.71;
18/02/2006;1.27;4.90;8.45;5.94;4.09;433.38;3.56;4.90;77.39;
19/02/2006;1.40;0.00;8.92;6.71;5.01;506.39;4.15;3.43;75.98;
20/02/2006;1.04;0.00;9.39;4.96;2.83;336.18;3.74;2.40;78.11;
21/02/2006;1.37;0.00;9.88;4.77;2.82;327.8;4.10;2.40;65.80;
22/02/2006;1.29;0.00;9.25;2.04;1.92;170.9;4.50;1.14;56.66;
23/02/2006;1.38;0.00;10.05;2.25;1.62;167.1;4.66;1.72;54.51;
24/02/2006;1.28;0.00;8.56;3.77;2.28;261.01;4.64;1.68;62.01;
25/02/2006;0.71;1.85;6.19;0.76;1.23;85.88;3.51;0.78;85.19;
26/02/2006;1.17;0.00;9.88;5.13;1.84;301.36;3.74;1.91;68.11;
27/02/2006;1.56;0.00;10.22;1.40;1.02;104.72;5.60;5.02;51.79;
28/02/2006;1.01;0.00;8.69;0.82;0.08;38.71;5.34;1.11;71.70;
01/03/2006;1.56;0.00;10.12;2.35;0.67;130.55;5.85;3.34;58.56;
02/03/2006;1.69;0.00;10.29;3.83;2.27;263.52;5.48;5.21;65.63;
03/03/2006;2.35;0.00;8.63;5.93;3.95;427.08;4.51;8.06;72.50;
04/03/2006;1.84;0.00;7.61;6.40;6.00;535.51;4.41;7.46;75.38;
05/03/2006;2.02;0.00;10.40;5.74;3.55;401.33;6.59;3.35;55.48;
06/03/2006;2.11;0.00;10.59;3.39;1.64;217.73;6.64;5.56;52.83;
07/03/2006;2.28;0.00;10.25;5.87;1.53;319.77;6.62;10.93;69.70;
08/03/2006;2.01;0.00;8.99;5.00;2.70;332.81;5.70;10.64;69.97;
09/03/2006;2.33;0.00;10.24;4.81;1.86;287.88;5.27;8.55;63.96;
10/03/2006;2.16;0.00;9.35;6.95;5.11;520.82;5.60;6.80;65.06;
11/03/2006;2.24;0.00;10.00;5.83;4.00;424.66;5.86;11.02;68.00;
12/03/2006;2.52;0.00;10.55;1.48;1.16;114.05;7.16;13.37;47.45;
13/03/2006;2.24;0.00;10.71;1.08;0.38;63.16;7.03;13.04;49.41;
14/03/2006;2.63;0.00;10.83;0.87;1.20;89.6;7.47;15.27;37.49;
15/03/2006;2.93;0.00;10.86;1.36;1.26;113.01;7.56;15.51;37.84;
16/03/2006;2.79;0.00;10.82;1.82;1.13;127.79;7.58;14.08;44.16;
17/03/2006;1.25;1.52;8.31;2.72;1.90;199.5;4.10;8.21;81.24;
18/03/2006;1.63;8.12;9.30;3.21;2.06;227.58;5.78;9.63;79.74;
19/03/2006;1.47;2.80;7.68;3.59;2.61;268.01;5.82;6.33;83.31;
20/03/2006;1.39;3.41;10.64;4.27;2.73;302.23;5.15;7.54;84.58;
21/03/2006;1.49;0.00;8.72;2.50;0.98;150.51;5.65;8.12;77.22;
22/03/2006;2.05;0.00;10.61;4.39;1.95;273.8;7.63;8.02;68.32;
23/03/2006;1.11;3.26;5.60;5.96;3.61;413.51;3.65;9.02;87.97;
24/03/2006;2.32;0.00;10.37;5.23;4.58;423.53;6.27;11.20;71.50;
25/03/2006;2.38;0.00;10.78;5.16;2.59;334.97;8.53;11.62;72.66;
26/03/2006;3.26;0.00;9.43;5.33;3.06;362.36;7.71;14.27;61.22;
27/03/2006;3.49;0.00;10.55;5.14;3.68;380.94;7.96;12.49;54.76;
28/03/2006;2.96;0.00;9.87;4.62;2.21;294.97;8.82;9.49;52.17;
29/03/2006;1.63;0.00;8.45;4.21;2.61;294.71;5.87;8.71;77.97;
30/03/2006;2.31;0.00;6.67;5.50;2.94;364.87;4.66;12.01;74.62;
31/03/2006;2.98;0.00;11.22;3.42;1.00;190.86;9.80;12.70;58.16;
01/04/2006;2.56;0.00;11.23;2.24;1.11;144.72;8.37;12.16;53.48;
02/04/2006;2.86;0.00;11.72;2.42;0.49;125.54;9.52;12.76;50.26;
03/04/2006;3.04;0.00;11.38;1.93;0.99;125.97;10.54;12.95;57.10;
04/04/2006;3.57;0.00;11.55;4.38;0.94;229.65;9.36;14.83;49.40;
05/04/2006;3.17;2.18;11.07;3.57;2.60;266.37;9.15;11.55;62.38;
06/04/2006;1.17;9.98;8.48;1.71;1.92;156.73;4.61;8.42;87.62;
07/04/2006;1.73;0.00;10.48;1.34;0.05;59.96;6.97;11.16;76.47;
08/04/2006;2.56;0.00;11.72;1.71;0.31;87.44;10.40;11.69;72.32;
09/04/2006;2.47;0.00;10.09;2.58;1.32;168.48;8.04;11.35;74.22;
10/04/2006;3.14;0.00;12.09;3.86;2.06;255.83;11.93;8.02;46.95;
11/04/2006;2.89;0.00;12.25;1.38;0.56;83.89;12.31;8.33;45.57;
12/04/2006;3.14;0.00;12.24;1.21;0.67;81.22;12.12;12.60;46.76;
13/04/2006;3.34;0.00;12.17;1.51;0.46;84.93;11.93;13.17;49.64;
14/04/2006;2.91;0.86;11.10;2.77;1.65;190.94;8.95;14.75;49.80;
15/04/2006;2.62;0.00;10.50;4.11;1.88;258.77;9.75;10.81;71.48;
16/04/2006;1.84;0.17;9.98;2.36;0.49;123.03;7.15;9.55;77.99;
17/04/2006;3.18;0.00;11.59;3.75;0.91;201.31;11.53;11.29;57.39;
18/04/2006;2.85;0.00;12.38;1.49;0.15;70.85;12.26;10.65;59.68;
19/04/2006;2.73;0.00;11.79;1.90;0.30;95.04;10.81;11.55;64.47;
20/04/2006;3.07;0.00;11.25;2.94;2.24;223.69;10.06;12.48;62.24;
21/04/2006;3.40;0.52;11.95;4.02;2.40;277.43;12.76;10.57;55.16;
22/04/2006;3.60;0.00;12.44;3.47;1.64;220.67;12.84;13.01;51.63;
23/04/2006;3.90;0.00;12.71;2.50;1.35;165.97;13.08;16.67;51.74;
24/04/2006;4.10;0.00;12.48;1.09;0.90;85.8;13.30;18.89;46.53;
25/04/2006;4.16;0.00;10.66;1.43;1.44;123.9;12.00;20.06;45.79;
26/04/2006;4.38;0.00;12.57;1.60;0.71;99.79;13.42;18.60;42.13;
27/04/2006;4.35;0.00;12.66;2.83;1.36;181.01;13.83;16.65;48.06;
28/04/2006;4.10;0.00;12.84;2.92;1.20;178.07;14.38;14.20;46.84;
29/04/2006;3.75;0.00;12.75;1.94;0.67;112.67;14.33;13.15;48.91;
30/04/2006;3.56;0.00;12.75;1.02;0.11;49.16;14.18;12.96;47.67;
01/05/2006;4.18;0.00;12.65;2.23;0.78;129.77;12.79;17.15;41.54;
02/05/2006;4.79;0.00;12.86;3.85;0.56;190.51;13.67;18.88;37.78;
03/05/2006;4.58;0.00;10.83;3.65;2.26;255.31;12.61;18.02;51.83;
04/05/2006;1.97;4.02;9.77;1.98;1.18;136.34;6.51;13.22;78.13;
05/05/2006;3.94;0.00;12.23;2.56;1.23;163.56;12.77;15.79;56.80;
06/05/2006;4.39;0.00;12.95;2.71;1.57;184.9;14.12;15.99;47.59;
07/05/2006;3.13;0.00;12.54;3.34;2.07;233.45;10.01;11.91;56.13;
08/05/2006;4.13;0.00;13.06;3.82;2.25;262.05;15.08;11.08;40.46;
09/05/2006;4.11;0.00;12.98;1.40;0.55;83.89;14.80;14.96;40.05;
10/05/2006;4.55;0.00;12.29;1.32;1.36;115.69;14.29;18.43;39.42;
11/05/2006;4.69;0.00;12.19;2.01;1.67;158.98;12.62;20.07;41.51;
12/05/2006;4.63;0.00;12.64;2.65;1.03;158.63;13.19;18.76;47.09;
13/05/2006;4.46;0.00;11.99;1.27;1.25;108.95;13.87;18.72;40.96;
14/05/2006;4.86;0.00;12.38;3.06;0.97;174.18;12.28;20.57;38.63;
15/05/2006;5.15;0.00;13.05;3.06;0.60;158.28;14.03;21.54;34.12;
16/05/2006;5.80;0.00;13.03;3.66;0.59;183.51;14.89;23.55;36.88;
17/05/2006;5.44;0.00;12.79;3.96;1.25;225.07;11.61;23.66;37.25;
18/05/2006;5.73;0.00;13.12;5.69;2.46;352.17;16.13;17.70;39.80;
19/05/2006;5.30;0.00;13.08;4.27;2.10;275.18;14.85;16.95;39.18;
20/05/2006;3.72;0.00;11.25;4.09;0.85;213.41;10.04;15.74;51.31;
21/05/2006;5.79;0.00;13.23;6.90;3.57;452.04;13.99;17.32;42.34;
22/05/2006;4.34;0.00;13.25;6.03;2.17;354.15;14.98;11.68;49.58;
23/05/2006;4.49;0.00;13.67;2.34;1.71;174.96;16.52;13.01;37.85;
24/05/2006;4.59;0.00;13.48;1.55;1.04;111.63;16.09;15.53;38.55;
25/05/2006;5.20;0.00;13.53;1.19;1.08;97.98;16.19;21.36;37.94;
26/05/2006;6.04;0.00;13.65;2.70;0.68;145.93;16.47;24.24;33.71;
27/05/2006;6.43;0.00;13.63;2.02;1.66;158.98;16.16;25.94;27.72;
28/05/2006;5.81;0.00;12.66;1.85;1.56;147.4;14.05;25.79;36.53;
29/05/2006;6.66;0.00;13.56;2.30;1.84;178.76;16.05;25.02;32.73;
30/05/2006;5.39;0.00;13.87;2.63;0.96;155.35;16.73;17.82;33.42;
31/05/2006;4.82;0.00;13.88;3.06;0.99;174.96;16.78;15.13;34.20;
01/06/2006;5.44;0.00;13.89;2.53;1.24;163.12;16.46;17.25;25.01;
02/06/2006;5.43;0.00;12.99;1.87;1.01;124.33;16.24;20.43;27.49;
03/06/2006;5.64;0.00;13.89;2.34;0.72;131.93;16.46;19.69;29.07;
04/06/2006;5.51;0.00;13.96;1.81;0.48;98.93;16.60;21.29;24.51;
05/06/2006;6.12;0.00;13.93;1.48;1.40;124.68;16.32;24.07;20.98;
06/06/2006;5.81;0.00;13.39;0.98;1.32;99.19;15.76;25.63;21.20;
07/06/2006;5.68;0.00;13.59;1.66;0.59;96.85;14.39;27.38;23.42;
08/06/2006;6.30;0.00;13.76;3.32;0.35;158.46;15.46;26.42;24.79;
09/06/2006;6.68;0.00;13.93;3.88;1.12;216.;16.32;24.10;30.65;
10/06/2006;5.20;0.00;13.47;2.68;0.79;149.82;15.32;21.47;41.69;
11/06/2006;5.52;0.00;13.50;1.99;0.80;120.44;14.95;24.68;36.58;
12/06/2006;5.30;0.00;12.57;2.81;2.12;212.63;11.32;22.33;49.58;
13/06/2006;3.26;0.00;11.23;2.42;1.99;190.34;8.08;19.06;55.44;
14/06/2006;5.11;0.00;13.29;2.91;2.23;222.39;12.19;23.41;37.80;
15/06/2006;4.16;0.00;13.13;2.19;1.31;150.94;12.22;19.42;63.85;
16/06/2006;2.70;0.00;12.09;1.91;1.55;149.47;8.37;17.22;68.24;
17/06/2006;4.32;0.00;11.71;1.77;0.26;87.7;14.22;19.36;61.71;
18/06/2006;4.95;0.00;13.52;1.08;0.51;68.69;16.03;21.64;52.53;
19/06/2006;5.09;0.00;13.36;2.74;1.74;193.54;15.40;21.66;54.46;
20/06/2006;5.22;0.00;12.80;1.29;1.11;103.51;16.32;21.54;47.08;
21/06/2006;6.23;0.00;13.88;2.09;1.73;164.85;16.75;24.21;40.03;
22/06/2006;5.68;0.00;13.96;1.03;0.84;80.78;17.25;24.50;42.24;
23/06/2006;7.03;0.00;13.87;3.00;1.67;201.66;16.32;26.68;38.22;
24/06/2006;5.40;0.00;12.62;2.66;2.11;206.15;14.94;21.50;54.53;
25/06/2006;4.15;0.00;13.05;2.20;1.92;177.9;11.90;19.20;53.05;
26/06/2006;4.59;0.00;13.04;1.27;2.00;141.26;13.80;19.82;49.25;
27/06/2006;5.67;0.00;13.94;1.78;1.25;131.07;16.97;22.41;43.82;
28/06/2006;5.93;0.00;13.78;2.50;1.04;152.84;16.00;23.21;44.07;
29/06/2006;5.59;0.00;13.92;1.08;0.96;88.39;16.88;23.27;40.66;
30/06/2006;5.83;0.00;13.82;1.37;0.61;85.36;16.67;26.43;33.10;
01/07/2006;6.26;0.00;12.83;2.42;1.22;157.25;15.61;26.37;33.50;
02/07/2006;5.49;0.00;13.61;2.40;1.52;169.26;13.96;24.45;40.79;
03/07/2006;5.69;0.00;13.45;2.14;1.53;158.54;15.57;22.46;43.48;
04/07/2006;3.78;2.97;10.97;1.72;0.94;115.26;11.83;18.02;62.67;
05/07/2006;4.19;0.00;12.87;2.14;0.42;110.59;13.98;18.94;56.13;
06/07/2006;5.32;0.00;13.58;1.57;1.51;133.06;16.46;20.68;46.68;
07/07/2006;5.26;0.00;12.72;1.23;0.76;85.88;16.62;22.80;50.24;
08/07/2006;5.92;0.00;13.71;1.46;1.32;120.1;16.78;25.64;43.52;
09/07/2006;5.95;0.00;13.50;1.12;1.17;99.01;16.63;26.96;41.27;
10/07/2006;6.61;0.00;13.63;1.73;1.59;143.08;15.82;30.01;33.83;
11/07/2006;5.48;0.00;12.96;2.19;1.38;154.4;14.08;25.97;45.96;
12/07/2006;6.35;0.00;13.02;2.03;1.65;158.98;16.06;26.69;45.08;
13/07/2006;6.23;0.00;13.08;2.01;1.49;150.94;16.27;26.18;45.96;
14/07/2006;6.00;0.00;13.18;1.92;1.57;151.2;15.55;26.26;48.10;
15/07/2006;5.40;0.00;12.49;1.55;1.22;119.32;14.85;25.85;52.57;
16/07/2006;5.97;0.00;12.55;1.51;1.48;129.51;15.82;28.00;42.77;
17/07/2006;6.09;0.00;13.08;1.77;1.89;158.11;14.95;28.97;41.64;
18/07/2006;3.54;0.00;12.84;1.91;1.13;130.98;8.88;23.89;53.00;
19/07/2006;4.54;0.00;12.62;1.79;1.31;133.57;13.85;21.94;63.00;
20/07/2006;6.04;0.00;13.38;2.24;1.18;147.83;16.09;24.96;46.65;
21/07/2006;6.17;0.00;13.56;2.40;1.33;161.4;15.45;26.56;39.91;
22/07/2006;6.03;0.00;13.48;2.07;1.84;169.;16.35;25.01;38.78;
23/07/2006;5.75;0.00;13.52;1.27;1.05;100.05;16.17;25.81;42.93;
24/07/2006;6.21;0.00;12.30;2.10;1.79;168.05;14.84;27.01;45.36;
25/07/2006;6.49;0.00;13.37;2.11;1.92;174.18;15.55;26.54;44.96;
26/07/2006;5.87;0.00;13.37;2.34;1.52;166.67;14.64;25.29;48.34;
27/07/2006;3.89;3.43;11.76;2.85;1.38;183.;11.65;20.44;68.26;
28/07/2006;4.88;0.00;12.86;1.29;1.19;107.4;15.85;21.31;56.47;
29/07/2006;5.66;0.00;12.98;1.57;1.74;143.08;15.92;24.64;49.06;
30/07/2006;5.17;0.00;12.31;2.43;2.31;204.51;13.53;24.08;56.97;
31/07/2006;6.39;0.00;13.44;3.30;2.15;235.61;15.38;23.78;45.85;
01/08/2006;6.02;0.00;13.33;2.36;1.83;181.09;15.97;25.39;51.71;
02/08/2006;6.04;0.00;13.16;2.30;1.24;152.93;15.35;25.35;48.90;
03/08/2006;5.40;0.00;13.11;4.09;1.57;244.34;14.55;22.86;53.46;
04/08/2006;5.02;0.00;13.26;1.69;1.17;123.9;15.61;21.39;46.08;
05/08/2006;5.27;0.00;13.22;1.54;0.96;107.91;15.08;23.44;42.48;
06/08/2006;5.29;0.00;13.16;1.77;1.07;122.95;15.36;23.15;47.03;
07/08/2006;5.26;0.00;13.05;1.80;1.30;133.92;14.69;22.80;38.49;
08/08/2006;5.28;0.00;13.08;2.16;1.46;156.38;15.12;22.91;45.33;
09/08/2006;5.35;0.00;13.07;1.97;1.33;142.91;14.83;23.27;40.60;
10/08/2006;5.35;0.00;13.02;1.96;1.07;131.07;14.61;23.87;38.05;
11/08/2006;5.22;0.00;13.01;1.76;0.93;116.55;14.33;23.33;41.51;
12/08/2006;5.24;0.00;12.97;2.49;0.97;149.73;14.20;21.90;39.41;
13/08/2006;4.50;0.00;12.98;1.57;0.99;110.51;13.91;19.20;46.95;
14/08/2006;4.17;0.00;12.71;1.24;0.96;95.13;13.05;19.78;49.76;
15/08/2006;4.74;0.00;12.87;2.77;1.20;171.33;12.83;20.52;47.93;
16/08/2006;1.48;2.01;7.72;4.22;1.89;263.69;4.60;12.95;91.41;
17/08/2006;3.09;0.00;12.69;3.25;1.10;187.92;9.70;14.58;65.29;
18/08/2006;1.81;5.19;9.94;2.78;0.87;158.03;6.87;13.06;86.76;
19/08/2006;3.12;0.00;12.60;2.20;0.76;127.7;10.78;16.04;69.00;
20/08/2006;4.18;0.00;12.62;1.20;1.02;95.82;13.80;19.09;54.07;
21/08/2006;4.58;0.00;12.64;1.07;1.11;94.35;13.37;22.11;46.91;
22/08/2006;4.83;0.00;12.27;1.24;1.27;108.69;13.25;24.66;43.68;
23/08/2006;5.24;0.00;12.16;2.50;1.18;158.8;12.50;24.29;46.27;
24/08/2006;4.49;0.00;11.82;1.85;1.37;138.84;12.79;21.23;50.51;
25/08/2006;4.23;0.00;12.18;5.12;2.17;314.93;11.00;20.55;62.66;
26/08/2006;4.51;0.00;11.99;2.27;1.67;170.21;12.05;20.62;54.69;
27/08/2006;4.59;0.00;12.31;1.98;0.86;122.86;13.11;22.85;55.10;
28/08/2006;5.20;0.00;12.34;3.46;1.20;201.05;12.41;24.55;47.03;
29/08/2006;5.12;0.00;12.36;3.43;1.15;198.03;12.84;23.02;48.82;
30/08/2006;4.53;0.00;12.29;1.77;1.22;129.08;12.65;23.05;50.22;
31/08/2006;4.70;0.00;12.16;1.53;0.92;105.84;12.06;24.75;40.00;
01/09/2006;4.86;0.00;11.49;1.57;1.23;120.96;11.31;25.24;38.72;
02/09/2006;4.87;0.00;11.90;2.00;1.34;144.29;10.99;25.03;38.16;
03/09/2006;4.54;0.00;12.06;1.19;1.04;96.6;11.83;26.21;40.69;
04/09/2006;4.98;0.00;11.97;1.38;1.31;116.29;11.44;28.07;35.65;
05/09/2006;5.18;0.00;11.82;1.51;1.35;123.9;10.96;28.89;35.29;
06/09/2006;5.12;0.00;11.75;1.38;1.41;120.61;10.16;28.09;35.31;
07/09/2006;5.13;0.00;9.55;2.83;1.65;193.71;9.74;24.83;46.01;
08/09/2006;4.18;0.00;9.22;1.69;1.74;148.18;8.65;24.17;50.43;
09/09/2006;4.08;0.00;10.46;1.75;1.47;138.93;8.47;23.66;53.12;
10/09/2006;4.12;0.00;11.45;1.89;1.16;132.02;10.71;23.97;52.09;
11/09/2006;3.73;0.00;10.39;2.19;1.72;168.91;8.42;21.03;52.07;
12/09/2006;4.09;0.00;11.03;1.89;1.60;150.85;10.42;21.04;49.89;
13/09/2006;2.21;0.00;9.94;2.76;1.31;175.74;6.19;17.11;64.93;
14/09/2006;3.31;0.00;11.13;4.68;2.08;292.12;8.20;15.03;58.23;
15/09/2006;2.99;0.00;10.73;4.45;2.01;279.07;8.30;14.31;59.91;
16/09/2006;3.75;0.00;11.42;2.55;1.76;186.36;9.74;16.67;46.49;
17/09/2006;2.17;0.00;10.20;1.09;1.18;98.15;6.50;16.68;66.44;
18/09/2006;3.39;0.00;11.14;1.38;1.32;116.55;9.44;19.33;52.12;
19/09/2006;3.44;0.00;11.16;1.52;1.01;109.47;9.15;20.53;48.45;
20/09/2006;4.39;0.00;11.17;3.04;1.14;180.75;8.53;22.63;35.40;
